,Model,delta,RMSE
31,PassiveAggressiveRegressor,-5:25,3.421912074146528
32,Lars,-5:25,5.056474680252194
33,RANSACRegressor,-5:25,19.514266374959394
0,ExtraTreesRegressor,-5:30,1.6456363734364823
1,BaggingRegressor,-5:30,1.7761841590386
2,XGBRegressor,-5:30,1.8407816857984338
3,LGBMRegressor,-5:30,1.8987694249610845
4,HistGradientBoostingRegressor,-5:30,1.904694469777933
5,GradientBoostingRegressor,-5:30,2.004475646723368
6,LassoLarsCV,-5:30,2.064908709043151
7,LassoLarsIC,-5:30,2.06517375884456
8,LassoCV,-5:30,2.065209529942204
9,BayesianRidge,-5:30,2.066519895931996
10,RidgeCV,-5:30,2.0665835117990965
11,Ridge,-5:30,2.066680114309777
12,TransformedTargetRegressor,-5:30,2.0666940194719317
13,ElasticNetCV,-5:30,2.069920318919784
14,OrthogonalMatchingPursuitCV,-5:30,2.079876825054459
15,OrthogonalMatchingPursuit,-5:30,2.079876825054459
16,HuberRegressor,-5:30,2.0838901547170554
17,SGDRegressor,-5:30,2.093491123310224
18,LinearSVR,-5:30,2.099614874307122
19,MLPRegressor,-5:30,2.1034803147229706
20,KNeighborsRegressor,-5:30,2.109294968654955
21,PoissonRegressor,-5:30,2.1255289630106122
22,LarsCV,-5:30,2.1303839999259044
23,GammaRegressor,-5:30,2.2565651295068037
24,TweedieRegressor,-5:30,2.2655983712878847
25,ElasticNet,-5:30,2.3147221844664205
26,LassoLars,-5:30,2.3681263099645355
27,DecisionTreeRegressor,-5:30,2.5130328275559712
28,ExtraTreeRegressor,-5:30,2.547557430786384
29,AdaBoostRegressor,-5:30,2.6385570288858458
30,DummyRegressor,-5:30,2.9966380864076663
31,PassiveAggressiveRegressor,-5:30,3.478164373053847
32,Lars,-5:30,9.761729979333072
33,RANSACRegressor,-5:30,26.902445068197938
0,ExtraTreesRegressor,-5:35,1.644629170768262
1,BaggingRegressor,-5:35,1.7741430016470694
2,XGBRegressor,-5:35,1.8337153120589254
3,LGBMRegressor,-5:35,1.8967169911401456
4,HistGradientBoostingRegressor,-5:35,1.9054045857546178
5,GradientBoostingRegressor,-5:35,2.0049045474303075
6,LassoLarsCV,-5:35,2.064803355903045
7,LassoLarsIC,-5:35,2.065104227476179
8,LassoCV,-5:35,2.065112258564868
9,BayesianRidge,-5:35,2.066554318932577
10,RidgeCV,-5:35,2.0666251318074575
11,Ridge,-5:35,2.0667266106061306
12,TransformedTargetRegressor,-5:35,2.0667410753965783
13,ElasticNetCV,-5:35,2.0698175085677786
14,MLPRegressor,-5:35,2.0768327102661046
15,OrthogonalMatchingPursuitCV,-5:35,2.079547625729486
16,OrthogonalMatchingPursuit,-5:35,2.079547625729486
17,HuberRegressor,-5:35,2.0832055957072733
18,SGDRegressor,-5:35,2.0931392151113135
19,LinearSVR,-5:35,2.0961734083645034
20,KNeighborsRegressor,-5:35,2.105356103233733
21,PoissonRegressor,-5:35,2.125286984948736
22,LarsCV,-5:35,2.130300093837739
23,GammaRegressor,-5:35,2.2564096932708653
24,TweedieRegressor,-5:35,2.265436060980863
25,ElasticNet,-5:35,2.3147221844664205
26,LassoLars,-5:35,2.3681263099645355
27,DecisionTreeRegressor,-5:35,2.490257276282107
28,ExtraTreeRegressor,-5:35,2.555705906202852
29,AdaBoostRegressor,-5:35,2.689794636918705
30,DummyRegressor,-5:35,2.9966380864076663
31,PassiveAggressiveRegressor,-5:35,3.412801021774931
32,Lars,-5:35,9.214677607009037
33,RANSACRegressor,-5:35,16.274593680350982
0,ExtraTreesRegressor,-5:40,1.6423832875205098
1,BaggingRegressor,-5:40,1.7726288435523756
2,XGBRegressor,-5:40,1.831569196233768
3,LGBMRegressor,-5:40,1.8981904490400014
4,HistGradientBoostingRegressor,-5:40,1.89987166576709
5,GradientBoostingRegressor,-5:40,2.0042284233513743
6,LassoLarsCV,-5:40,2.064702926220492
7,LassoLarsIC,-5:40,2.0649548041165837
8,LassoCV,-5:40,2.065004442574734
9,BayesianRidge,-5:40,2.066395978536733
10,RidgeCV,-5:40,2.066462217195782
11,Ridge,-5:40,2.0665591381304953
12,TransformedTargetRegressor,-5:40,2.066573067056358
13,ElasticNetCV,-5:40,2.0697070562263757
14,OrthogonalMatchingPursuitCV,-5:40,2.0794572806116136
15,OrthogonalMatchingPursuit,-5:40,2.0794572806116136
16,HuberRegressor,-5:40,2.0838526869077265
17,MLPRegressor,-5:40,2.089230613439487
18,SGDRegressor,-5:40,2.0929685632284194
19,LinearSVR,-5:40,2.095089386878867
20,KNeighborsRegressor,-5:40,2.1032173550253614
21,PoissonRegressor,-5:40,2.1250782973187237
22,LarsCV,-5:40,2.130214092928598
23,GammaRegressor,-5:40,2.2562473119683797
24,TweedieRegressor,-5:40,2.2652788222658815
25,ElasticNet,-5:40,2.3147221844664205
26,LassoLars,-5:40,2.3681263099645355
27,DecisionTreeRegressor,-5:40,2.489604910098919
28,ExtraTreeRegressor,-5:40,2.5223697675909844
29,AdaBoostRegressor,-5:40,2.7040165180760916
30,DummyRegressor,-5:40,2.9966380864076663
31,PassiveAggressiveRegressor,-5:40,3.4178590497701906
32,Lars,-5:40,5.751094484043257
33,RANSACRegressor,-5:40,18.669584144218227
0,ExtraTreesRegressor,-5:45,1.6360359386337022
1,BaggingRegressor,-5:45,1.7710427092328538
2,XGBRegressor,-5:45,1.8325451862153153
3,LGBMRegressor,-5:45,1.895215196615662
4,HistGradientBoostingRegressor,-5:45,1.8976914070424367
5,GradientBoostingRegressor,-5:45,2.0028857495754693
6,LassoLarsCV,-5:45,2.064743243269514
7,LassoCV,-5:45,2.0650247204901575
8,LassoLarsIC,-5:45,2.0650384588397612
9,BayesianRidge,-5:45,2.0665856997640644
10,RidgeCV,-5:45,2.0666630095295293
11,Ridge,-5:45,2.066768449631027
12,TransformedTargetRegressor,-5:45,2.0667834169648533
13,ElasticNetCV,-5:45,2.069740406059859
14,OrthogonalMatchingPursuitCV,-5:45,2.0795186457547556
15,OrthogonalMatchingPursuit,-5:45,2.0795186457547556
16,HuberRegressor,-5:45,2.0848071381694724
17,MLPRegressor,-5:45,2.0898852110341757
18,SGDRegressor,-5:45,2.0931701280952213
19,LinearSVR,-5:45,2.1013952398272235
20,KNeighborsRegressor,-5:45,2.1049428302448185
21,PoissonRegressor,-5:45,2.125043584760325
22,LarsCV,-5:45,2.1301831688331987
23,GammaRegressor,-5:45,2.256195784898383
24,TweedieRegressor,-5:45,2.2652463080202967
25,ElasticNet,-5:45,2.3147221844664205
26,LassoLars,-5:45,2.3681263099645355
27,DecisionTreeRegressor,-5:45,2.4929010635141524
28,ExtraTreeRegressor,-5:45,2.5338039818175075
29,AdaBoostRegressor,-5:45,2.6466194325551258
30,DummyRegressor,-5:45,2.9966380864076663
31,PassiveAggressiveRegressor,-5:45,3.41836800754675
32,Lars,-5:45,7.00569757727451
33,RANSACRegressor,-5:45,18.112535186776057
0,ExtraTreesRegressor,-5:50,1.63616089016165
1,BaggingRegressor,-5:50,1.7665288354668316
2,XGBRegressor,-5:50,1.8279921901096579
3,LGBMRegressor,-5:50,1.897702468028146
4,HistGradientBoostingRegressor,-5:50,1.9013699913879498
5,GradientBoostingRegressor,-5:50,2.004516079863136
6,LassoLarsCV,-5:50,2.064604290634451
7,LassoLarsIC,-5:50,2.0646550886473363
8,LassoCV,-5:50,2.0648782569147572
9,BayesianRidge,-5:50,2.0664042567027305
10,RidgeCV,-5:50,2.0664806201005805
11,Ridge,-5:50,2.0665845137949024
12,TransformedTargetRegressor,-5:50,2.066599300812919
13,ElasticNetCV,-5:50,2.0695979107067366
14,OrthogonalMatchingPursuitCV,-5:50,2.0795186457547556
15,OrthogonalMatchingPursuit,-5:50,2.0795186457547556
16,MLPRegressor,-5:50,2.083822257394488
17,HuberRegressor,-5:50,2.0845141140150782
18,SGDRegressor,-5:50,2.0963915340008787
19,LinearSVR,-5:50,2.0969798212628827
20,KNeighborsRegressor,-5:50,2.1020401600220278
21,PoissonRegressor,-5:50,2.124850073049902
22,LarsCV,-5:50,2.1351744529254333
23,GammaRegressor,-5:50,2.2560765628926682
24,TweedieRegressor,-5:50,2.2650903466535706
25,ElasticNet,-5:50,2.3147221844664205
26,LassoLars,-5:50,2.3681263099645355
27,DecisionTreeRegressor,-5:50,2.487630463735875
28,ExtraTreeRegressor,-5:50,2.5364173147971916
29,AdaBoostRegressor,-5:50,2.623527433666003
30,DummyRegressor,-5:50,2.9966380864076663
31,PassiveAggressiveRegressor,-5:50,3.4448414640124003
32,Lars,-5:50,8.744575123000866
33,RANSACRegressor,-5:50,19.19571675586385
0,ExtraTreesRegressor,-5:55,1.6282489762050893
1,BaggingRegressor,-5:55,1.772694723807753
2,XGBRegressor,-5:55,1.831971256814673
3,HistGradientBoostingRegressor,-5:55,1.898246302416915
4,LGBMRegressor,-5:55,1.9000053598208921
5,GradientBoostingRegressor,-5:55,2.0035576056933815
6,LassoLarsCV,-5:55,2.064457973669667
7,LassoLarsIC,-5:55,2.0644753561267257
8,LassoCV,-5:55,2.0647484561565412
9,BayesianRidge,-5:55,2.066278932385826
10,RidgeCV,-5:55,2.066358741934081
11,Ridge,-5:55,2.066464568479914
12,TransformedTargetRegressor,-5:55,2.066479590944795
13,ElasticNetCV,-5:55,2.0694663724753815
14,OrthogonalMatchingPursuitCV,-5:55,2.0795186457547556
15,OrthogonalMatchingPursuit,-5:55,2.0795186457547556
16,HuberRegressor,-5:55,2.083992269934379
17,SGDRegressor,-5:55,2.0967526834642056
18,KNeighborsRegressor,-5:55,2.1015132818324993
19,MLPRegressor,-5:55,2.1024911325598583
20,LinearSVR,-5:55,2.1045965583665134
21,PoissonRegressor,-5:55,2.1246873366298544
22,LarsCV,-5:55,2.1397500214608685
23,GammaRegressor,-5:55,2.2558914639836596
24,TweedieRegressor,-5:55,2.2649573254943474
25,ElasticNet,-5:55,2.3147221844664205
26,LassoLars,-5:55,2.3681263099645355
27,DecisionTreeRegressor,-5:55,2.4948145063282237
28,ExtraTreeRegressor,-5:55,2.5211365215433794
29,AdaBoostRegressor,-5:55,2.6464913720313525
30,DummyRegressor,-5:55,2.9966380864076663
31,PassiveAggressiveRegressor,-5:55,3.468692023959003
32,Lars,-5:55,7.350549979691216
33,RANSACRegressor,-5:55,21.427249903870305
